"label","new_genomes/Aameric_YS121.v1.cds.fasta","new_genomes/Abit_YS124.v1.cds.fasta","new_genomes/Cang_YS89.v1.cds.fasta","new_genomes/Ccajan.v1.cds.fasta","new_genomes/Ccin_YS129.v1.cds.fasta","new_genomes/Cens_YS85.v1.cds.fasta","new_genomes/Cmolle_YS235.v1.cds.fasta","new_genomes/Cmuc_YS125.v1.cds.fasta","new_genomes/Cros_YS43.v1.cds.fasta","new_genomes/Ctet_YS88.v1.cds.fasta","new_genomes/Duni_YS76.v1.cds.fasta","new_genomes/Eind_YS44.hap1.v1.cds.fasta","new_genomes/GmaxWm82ISU_01_724_v2.1.cds_primaryTranscriptOnly.fa","new_genomes/Gstr_YS140.v1.cds.fasta","new_genomes/HpodTM013.v1.cds.fasta","new_genomes/Isuf_YS112.v1.cds.fasta","new_genomes/Itin_YS146.v1.cds.fasta","new_genomes/Lcun_YS151.v1.cds.fasta","new_genomes/Lpur_YS149.v1.cds.fasta","new_genomes/Matro_YS75.v1.cds.fasta","new_genomes/Maxil_YS73.v1.cds.fasta","new_genomes/Mlat_YS84.v1.cds.fasta","new_genomes/Mpru_YS155.v1.cds.fasta","new_genomes/Msam_YS158.v1.cds.fasta","new_genomes/Pero_YS156.v1.cds.fasta","new_genomes/Plobssplob_YS90.hap1.v1.cds.fasta","new_genomes/Plun_YS103.v1.cds.fasta","new_genomes/Pmon_YS87.hap1.v1.cds.fasta","new_genomes/Pmonvarlob_YS172.hap1.v1.cds.fasta","new_genomes/Ptet_YS159.v1.cds.fasta","new_genomes/Rmin_YS79.v1.cds.fasta","new_genomes/Shelov_YS99.v1.cds.fasta","new_genomes/Smacrob_YS261.v1.cds.fasta","new_genomes/Tlab_YS204.v1.cds.fasta","new_genomes/Tunci_YS212.v1.cds.fasta","new_genomes/Vvexilla_YS115.hap1.v1.cds.fasta","Pvul218cds.fa","TAIR10cds.fa","Vung469cds.fa","Zmarina_668_v3.1.cds_primaryTranscriptOnly.fa"
"HpodTM013.v1.contig_2358_pilon.g086450.t1","1.322","0.547","0.491","1.352","0.544","0.684","0.730","0.550","0.687","1.352","0.103","0.687","1.424","0.748","","1.320","1.328","1.313","0.610","0.627","1.480","0.660","0.502","0.681","0.543","0.550","0.610","1.424","0.632","0.534","0.112","0.682","0.547","0.518","0.518","0.639","0.649","2.517","0.697","2.674"
"HpodTM013.v1.contig_2358_pilon.g086410.t1","1.312","0.537","0.481","1.342","0.534","0.674","0.720","0.540","0.678","1.342","0.224","0.678","1.415","0.738","","1.310","1.318","1.303","0.600","0.617","1.470","0.650","0.493","0.671","0.533","0.540","0.600","1.415","0.623","0.524","0.233","0.672","0.537","0.508","0.508","0.629","0.640","2.507","0.687","2.664"
"HpodTM013.v1.contig_2358_pilon.g086550.t1","1.272","0.497","0.441","1.303","0.495","0.635","0.680","0.501","0.638","1.303","0.234","0.638","1.375","0.699","","1.270","1.279","1.263","0.561","0.578","1.431","0.611","0.453","0.632","0.493","0.501","0.561","1.375","0.583","0.485","0.243","0.632","0.497","0.469","0.469","0.590","0.600","2.468","0.648","2.624"
"Duni_YS76.v1.contig_254_pilon.g164420.t1","1.345","0.570","0.515","1.376","0.568","0.708","0.754","0.574","0.711","1.376","","0.711","1.448","0.772","0.264","1.343","1.352","1.336","0.634","0.651","1.504","0.684","0.526","0.705","0.567","0.574","0.634","1.448","0.656","0.558","0.350","0.706","0.571","0.542","0.542","0.663","0.673","2.541","0.721","2.698"
"HpodTM013.v1.contig_2358_pilon.g086490.t1","1.248","0.473","0.418","1.279","0.471","0.611","0.657","0.477","0.614","1.279","0.302","0.614","1.351","0.675","","1.246","1.255","1.240","0.537","0.554","1.407","0.587","0.429","0.608","0.470","0.477","0.537","1.351","0.559","0.461","0.315","0.609","0.474","0.445","0.445","0.566","0.576","2.444","0.624","2.601"
"Rmin_YS79.v1.contig_192_pilon.g065690.t1","1.280","0.505","0.449","1.311","0.503","0.642","0.688","0.509","0.646","1.311","0.064","0.646","1.383","0.707","0.247","1.278","1.287","1.271","0.569","0.586","1.438","0.618","0.461","0.640","0.501","0.509","0.569","1.383","0.591","0.492","","0.640","0.505","0.477","0.477","0.598","0.608","2.476","0.655","2.632"
"Duni_YS76.v1.contig_254_pilon.g164480.t1","1.231","0.456","0.400","1.262","0.454","0.594","0.639","0.460","0.597","1.262","","0.597","1.334","0.658","0.198","1.229","1.238","1.222","0.520","0.537","1.389","0.569","0.412","0.591","0.452","0.460","0.520","1.334","0.542","0.443","0.064","0.591","0.456","0.428","0.428","0.549","0.559","2.427","0.606","2.583"
"Rmin_YS79.v1.contig_192_pilon.g065710.t1","1.277","0.502","0.446","1.307","0.499","0.639","0.685","0.505","0.642","1.307","0.043","0.642","1.379","0.703","0.244","1.275","1.283","1.268","0.565","0.582","1.435","0.615","0.457","0.636","0.498","0.505","0.565","1.379","0.587","0.489","","0.637","0.502","0.473","0.473","0.594","0.604","2.472","0.652","2.629"
"Duni_YS76.v1.contig_254_pilon.g164470.t1","1.234","0.459","0.403","1.264","0.456","0.596","0.642","0.463","0.600","1.264","","0.600","1.337","0.661","0.201","1.232","1.240","1.225","0.523","0.539","1.392","0.572","0.415","0.593","0.455","0.463","0.523","1.337","0.545","0.446","0.043","0.594","0.459","0.431","0.431","0.552","0.562","2.430","0.609","2.586"
"HpodTM013.v1.contig_2358_pilon.g086420.t1","1.240","0.465","0.410","1.271","0.463","0.603","0.649","0.469","0.606","1.271","0.198","0.606","1.343","0.667","","1.238","1.247","1.231","0.529","0.546","1.399","0.579","0.421","0.600","0.461","0.469","0.529","1.343","0.551","0.453","0.244","0.601","0.466","0.437","0.437","0.558","0.568","2.436","0.616","2.593"
"Shelov_YS99.v1.contig_87_pilon.g254150.t1","1.344","0.569","0.524","1.374","0.566","0.706","0.752","0.575","0.710","1.374","0.607","0.710","1.447","0.771","0.617","1.342","1.350","1.335","0.632","0.197","1.502","0.208","0.549","0.703","0.565","0.575","0.632","1.447","0.197","0.556","0.605","","0.447","0.540","0.546","0.276","0.234","2.540","0.719","2.696"
"Shelov_YS99.v1.contig_87_pilon.g254180.t1","1.332","0.557","0.512","1.362","0.554","0.694","0.740","0.562","0.698","1.362","0.594","0.698","1.435","0.758","0.605","1.330","1.338","1.323","0.620","0.185","1.490","0.196","0.537","0.691","0.553","0.562","0.620","1.435","0.185","0.544","0.593","","0.435","0.528","0.534","0.264","0.222","2.528","0.707","2.684"
"Shelov_YS99.v1.contig_87_pilon.g254140.t1","1.346","0.571","0.526","1.376","0.568","0.708","0.754","0.576","0.712","1.376","0.608","0.712","1.449","0.772","0.619","1.344","1.352","1.337","0.634","0.199","1.504","0.210","0.551","0.705","0.567","0.576","0.634","1.449","0.199","0.558","0.607","","0.449","0.542","0.548","0.278","0.236","2.542","0.721","2.698"
"Shelov_YS99.v1.contig_87_pilon.g254170.t1","1.345","0.570","0.525","1.376","0.568","0.708","0.753","0.576","0.711","1.376","0.608","0.711","1.448","0.772","0.619","1.343","1.352","1.336","0.634","0.198","1.504","0.210","0.550","0.705","0.566","0.576","0.634","1.448","0.198","0.558","0.606","","0.448","0.542","0.548","0.278","0.236","2.541","0.721","2.697"
"Shelov_YS99.v1.contig_87_pilon.g254200.t1","1.327","0.552","0.507","1.358","0.550","0.690","0.735","0.558","0.693","1.358","0.590","0.693","1.430","0.754","0.601","1.325","1.334","1.318","0.616","0.180","1.485","0.192","0.532","0.687","0.548","0.558","0.616","1.430","0.180","0.539","0.588","","0.430","0.524","0.530","0.259","0.217","2.523","0.702","2.679"
"Shelov_YS99.v1.contig_87_pilon.g254210.t1","1.330","0.555","0.510","1.361","0.553","0.693","0.738","0.561","0.696","1.361","0.593","0.696","1.433","0.757","0.604","1.328","1.337","1.321","0.619","0.183","1.489","0.195","0.535","0.690","0.551","0.561","0.619","1.433","0.183","0.543","0.591","","0.433","0.527","0.533","0.263","0.221","2.526","0.706","2.682"
"Pmonvarlob_YS172.hap1.v1.h1tg000006l.g142570.t1","1.302","0.527","0.482","1.332","0.524","0.664","0.710","0.533","0.668","1.332","0.565","0.668","1.405","0.729","0.575","1.300","1.308","1.293","0.591","0.000","1.460","0.106","0.507","0.662","0.523","0.533","0.591","1.405","","0.514","0.563","0.180","0.405","0.499","0.505","0.234","0.192","2.498","0.677","2.654"
"Matro_YS75.v1.contig_303_pilon.g119640.t1","1.302","0.527","0.482","1.332","0.524","0.664","0.710","0.533","0.668","1.332","0.565","0.668","1.405","0.729","0.575","1.300","1.308","1.293","0.591","","1.460","0.106","0.507","0.662","0.523","0.533","0.591","1.405","0.000","0.514","0.563","0.180","0.405","0.499","0.505","0.234","0.192","2.498","0.677","2.654"
"Mlat_YS84.v1.contig_107_pilon.g003810.t1","1.313","0.538","0.493","1.344","0.536","0.676","0.722","0.544","0.679","1.344","0.576","0.679","1.416","0.740","0.587","1.311","1.320","1.304","0.602","0.106","1.472","","0.518","0.673","0.534","0.544","0.602","1.416","0.106","0.526","0.574","0.192","0.416","0.510","0.516","0.246","0.204","2.509","0.689","2.665"
"Phvul.007G087800.1","1.314","0.539","0.494","1.345","0.537","0.676","0.722","0.545","0.680","1.345","0.577","0.680","1.417","0.741","0.588","1.312","1.321","1.305","0.603","0.211","1.472","0.223","0.519","0.674","0.535","0.545","0.603","1.417","0.211","0.526","0.575","0.237","0.417","0.511","0.517","0.246","","2.510","0.689","2.666"
"Phvul.L007300.1","1.329","0.554","0.509","1.360","0.552","0.692","0.737","0.560","0.695","1.360","0.592","0.695","1.432","0.756","0.603","1.327","1.336","1.320","0.618","0.227","1.488","0.238","0.534","0.689","0.550","0.560","0.618","1.432","0.227","0.542","0.590","0.252","0.432","0.526","0.532","0.262","","2.525","0.705","2.681"
"Phvul.007G087600.1","1.295","0.520","0.475","1.325","0.517","0.657","0.703","0.526","0.661","1.325","0.558","0.661","1.398","0.722","0.568","1.293","1.301","1.286","0.583","0.192","1.453","0.204","0.500","0.654","0.516","0.526","0.583","1.398","0.192","0.507","0.556","0.217","0.398","0.491","0.497","0.227","","2.491","0.670","2.647"
"Vvexilla_YS115.hap1.v1.h1tg000016l.g248820.t1","1.305","0.530","0.485","1.336","0.528","0.668","0.713","0.536","0.671","1.336","0.568","0.671","1.408","0.732","0.579","1.303","1.312","1.296","0.594","0.234","1.464","0.246","0.510","0.665","0.526","0.536","0.594","1.408","0.234","0.518","0.566","0.259","0.408","0.502","0.508","","0.227","2.501","0.681","2.657"
"Smacrob_YS261.v1.contig_3727_pilon.g132420.t1","1.192","0.417","0.372","1.223","0.415","0.554","0.600","0.423","0.558","1.223","0.455","0.558","1.295","0.619","0.466","1.190","1.199","1.183","0.481","0.405","1.350","0.416","0.397","0.552","0.413","0.423","0.481","1.295","0.405","0.404","0.453","0.430","","0.389","0.395","0.408","0.398","2.388","0.567","2.544"
"Ccin_YS129.v1.contig_712_pilon.g169610.t1","1.166","0.045","0.346","1.197","","0.529","0.575","0.195","0.532","1.197","0.342","0.532","1.269","0.593","0.463","1.164","1.173","1.158","0.455","0.472","1.325","0.505","0.284","0.526","0.185","0.195","0.455","1.269","0.477","0.220","0.340","0.550","0.415","0.132","0.138","0.484","0.501","2.362","0.542","2.519"
"Abit_YS124.v1.contig_574_pilon.g127390.t1","1.169","","0.349","1.199","0.045","0.531","0.577","0.197","0.535","1.199","0.344","0.535","1.272","0.596","0.465","1.167","1.175","1.160","0.457","0.474","1.327","0.507","0.287","0.528","0.188","0.197","0.457","1.272","0.480","0.222","0.343","0.552","0.417","0.135","0.141","0.487","0.503","2.365","0.544","2.521"
"Tunci_YS212.v1.contig_184_pilon.g118340.t1","1.147","0.141","0.326","1.177","0.138","0.509","0.555","0.175","0.512","1.177","0.322","0.512","1.249","0.573","0.443","1.145","1.153","1.138","0.435","0.452","1.305","0.485","0.264","0.506","0.165","0.175","0.435","1.249","0.457","0.200","0.320","0.530","0.395","0.040","","0.464","0.481","2.342","0.522","2.499"
"Tlab_YS204.v1.contig_244_pilon.g0464410.t1","1.141","0.135","0.320","1.171","0.132","0.503","0.549","0.169","0.506","1.171","0.316","0.506","1.243","0.567","0.437","1.138","1.147","1.132","0.429","0.446","1.299","0.479","0.258","0.500","0.159","0.169","0.429","1.243","0.451","0.194","0.314","0.524","0.389","","0.040","0.458","0.475","2.336","0.516","2.493"
"Plobssplob_YS90.hap1.v1.h1tg000001l.g014680.t1","1.175","0.197","0.354","1.205","0.195","0.537","0.583","0.000","0.540","1.205","0.350","0.540","1.277","0.601","0.471","1.173","1.181","1.166","0.463","0.480","1.333","0.513","0.292","0.534","0.068","","0.463","1.277","0.485","0.228","0.348","0.558","0.423","0.169","0.175","0.492","0.509","2.370","0.550","2.527"
"Cmuc_YS125.v1.contig_374_pilon.g219700.t1","1.175","0.197","0.354","1.205","0.195","0.537","0.583","","0.540","1.205","0.350","0.540","1.277","0.601","0.471","1.173","1.181","1.166","0.463","0.480","1.333","0.513","0.292","0.534","0.068","0.000","0.463","1.277","0.485","0.228","0.348","0.558","0.423","0.169","0.175","0.492","0.509","2.370","0.550","2.527"
"Plobssplob_YS90.hap1.v1.h1tg000001l.g014690.t1","1.176","0.198","0.355","1.206","0.196","0.538","0.584","0.034","0.541","1.206","0.351","0.541","1.278","0.602","0.472","1.174","1.182","1.167","0.464","0.481","1.334","0.514","0.293","0.535","0.068","","0.464","1.278","0.486","0.229","0.349","0.559","0.424","0.170","0.176","0.493","0.510","2.371","0.551","2.528"
"Pero_YS156.v1.contig_1218_pilon.g109060.t1","1.165","0.188","0.345","1.196","0.185","0.527","0.573","0.068","0.531","1.196","0.341","0.531","1.268","0.592","0.461","1.163","1.171","1.156","0.454","0.470","1.323","0.503","0.283","0.525","","0.068","0.454","1.268","0.476","0.219","0.339","0.548","0.413","0.159","0.165","0.483","0.499","2.361","0.540","2.517"
"Ptet_YS159.v1.contig_769_pilon.g240680.t1","1.156","0.222","0.336","1.187","0.220","0.519","0.564","0.228","0.522","1.187","0.332","0.522","1.259","0.583","0.453","1.154","1.163","1.147","0.445","0.462","1.314","0.494","0.274","0.516","0.219","0.228","0.445","1.259","0.467","","0.330","0.539","0.404","0.194","0.200","0.474","0.491","2.352","0.531","2.508"
"Rmin_YS79.v1.contig_192_pilon.g065720.t1","1.205","0.343","0.385","1.235","0.340","0.567","0.613","0.348","0.570","1.235","0.002","0.570","1.307","0.631","0.501","1.203","1.211","1.196","0.493","0.510","1.363","0.543","0.293","0.564","0.339","0.348","0.493","1.308","0.516","0.330","","0.588","0.453","0.314","0.320","0.522","0.539","2.400","0.580","2.557"
"Duni_YS76.v1.contig_254_pilon.g164460.t1","1.207","0.344","0.386","1.237","0.342","0.569","0.615","0.350","0.572","1.237","","0.572","1.309","0.633","0.503","1.205","1.213","1.198","0.495","0.512","1.365","0.545","0.295","0.566","0.341","0.350","0.495","1.310","0.517","0.332","0.002","0.590","0.455","0.316","0.322","0.524","0.541","2.402","0.582","2.559"
"Mpru_YS155.v1.contig_14_pilon.g035750.t1","1.149","0.287","0.329","1.179","0.284","0.511","0.557","0.292","0.515","1.179","0.295","0.515","1.252","0.576","0.445","1.147","1.155","1.140","0.437","0.454","1.307","0.487","","0.508","0.283","0.292","0.437","1.252","0.460","0.274","0.293","0.532","0.397","0.258","0.264","0.467","0.483","2.345","0.524","2.501"
"Pmonvarlob_YS172.hap1.v1.h1tg000006l.g142540.t1","1.216","0.350","0.396","1.247","0.363","0.579","0.625","0.347","0.582","1.247","0.517","0.582","1.319","0.643","0.551","1.214","1.223","1.207","0.141","0.005","1.375","0.555","0.460","0.576","0.476","0.376","0.141","1.319","","0.467","0.516","0.638","0.491","0.376","0.457","0.173","0.134","2.412","0.592","2.569"
"Matro_YS75.v1.contig_303_pilon.g119680.t1","1.211","0.345","0.391","1.241","0.357","0.573","0.619","0.341","0.577","1.241","0.512","0.577","1.314","0.638","0.546","1.209","1.217","1.202","0.135","","1.369","0.549","0.454","0.571","0.470","0.370","0.135","1.314","0.005","0.462","0.510","0.633","0.485","0.370","0.452","0.168","0.129","2.407","0.586","2.563"
"Phvul.007G087300.1","1.262","0.396","0.442","1.293","0.409","0.624","0.670","0.393","0.628","1.293","0.563","0.628","1.365","0.689","0.597","1.260","1.269","1.253","0.186","0.151","1.420","0.600","0.505","0.622","0.522","0.421","0.186","1.365","0.156","0.513","0.561","0.684","0.537","0.421","0.503","0.219","","2.458","0.637","2.614"
"Phvul.007G087200.1","1.240","0.374","0.420","1.271","0.386","0.602","0.648","0.371","0.606","1.271","0.541","0.606","1.343","0.667","0.575","1.238","1.247","1.231","0.164","0.129","1.398","0.578","0.483","0.600","0.499","0.399","0.164","1.343","0.134","0.491","0.539","0.662","0.514","0.399","0.481","0.197","","2.436","0.615","2.592"
"Vvexilla_YS115.hap1.v1.h1tg000016l.g248780.t1","1.252","0.385","0.431","1.282","0.398","0.614","0.660","0.382","0.617","1.282","0.553","0.617","1.354","0.678","0.586","1.249","1.258","1.243","0.176","0.168","1.410","0.590","0.495","0.611","0.511","0.411","0.176","1.354","0.173","0.502","0.551","0.673","0.526","0.411","0.492","","0.197","2.447","0.627","2.604"
"Plun_YS103.v1.contig_1385_pilon.g105120.t1","1.194","0.328","0.374","1.225","0.341","0.557","0.602","0.325","0.560","1.225","0.495","0.560","1.297","0.621","0.529","1.192","1.201","1.185","0.000","0.135","1.353","0.533","0.437","0.554","0.454","0.354","","1.297","0.141","0.445","0.493","0.616","0.469","0.354","0.435","0.176","0.164","2.390","0.570","2.546"
"Lpur_YS149.v1.contig_12_pilon.g063500.t1","1.194","0.328","0.374","1.225","0.341","0.557","0.602","0.325","0.560","1.225","0.495","0.560","1.297","0.621","0.529","1.192","1.201","1.185","","0.135","1.353","0.533","0.437","0.554","0.454","0.354","0.000","1.297","0.141","0.445","0.493","0.616","0.469","0.354","0.435","0.176","0.164","2.390","0.570","2.546"
"Tlab_YS204.v1.contig_3865_pilon.g0732550.t1","1.194","0.235","0.374","1.224","0.248","0.556","0.602","0.000","0.560","1.224","0.495","0.560","1.297","0.621","0.529","1.192","1.200","1.185","0.354","0.370","1.352","0.532","0.437","0.553","0.453","0.000","0.354","1.297","0.376","0.445","0.493","0.615","0.468","","0.435","0.411","0.399","2.390","0.569","2.546"
"Plobssplob_YS90.hap1.v1.h1tg000017l.g266220.t1","1.194","0.235","0.374","1.224","0.248","0.556","0.602","0.000","0.560","1.224","0.495","0.560","1.297","0.621","0.529","1.192","1.200","1.185","0.354","0.370","1.352","0.532","0.437","0.553","0.453","","0.354","1.297","0.376","0.445","0.493","0.615","0.468","0.000","0.435","0.411","0.399","2.390","0.569","2.546"
"Cmuc_YS125.v1.contig_100_pilon.g000780.t1","1.194","0.235","0.374","1.224","0.248","0.556","0.602","","0.560","1.224","0.495","0.560","1.297","0.621","0.529","1.192","1.200","1.185","0.354","0.370","1.352","0.532","0.437","0.553","0.453","0.000","0.354","1.297","0.376","0.445","0.493","0.615","0.468","0.000","0.435","0.411","0.399","2.390","0.569","2.546"
"Cmuc_YS125.v1.contig_1290_pilon.g095240.t1","1.165","0.206","0.345","1.196","0.219","0.527","0.573","","0.531","1.196","0.466","0.531","1.268","0.592","0.500","1.163","1.172","1.156","0.325","0.341","1.323","0.503","0.408","0.525","0.424","0.090","0.325","1.268","0.347","0.416","0.464","0.587","0.439","0.090","0.406","0.382","0.371","2.361","0.540","2.517"
"Ccin_YS129.v1.contig_503_pilon.g102790.t1","1.181","0.068","0.361","1.212","","0.543","0.589","0.219","0.547","1.212","0.482","0.547","1.284","0.608","0.516","1.179","1.188","1.172","0.341","0.357","1.339","0.519","0.424","0.541","0.440","0.248","0.341","1.284","0.363","0.432","0.480","0.603","0.455","0.248","0.422","0.398","0.386","2.377","0.556","2.533"
"Abit_YS124.v1.contig_54_pilon.g105740.t1","1.168","","0.348","1.199","0.068","0.531","0.576","0.206","0.534","1.199","0.469","0.534","1.271","0.595","0.503","1.166","1.175","1.159","0.328","0.345","1.327","0.507","0.412","0.528","0.428","0.235","0.328","1.271","0.350","0.419","0.467","0.590","0.443","0.235","0.409","0.385","0.374","2.364","0.544","2.520"
"Pmonvarlob_YS172.hap1.v1.h1tg000002l.g036830.t1","1.321","0.604","0.456","1.352","0.602","0.684","0.730","0.601","0.687","1.352","0.492","0.687","1.424","0.748","0.520","1.319","1.328","1.312","0.334","0.000","1.480","0.133","0.362","0.430","0.430","0.610","0.334","1.424","","0.430","0.581","0.763","0.340","0.576","0.442","0.281","0.249","2.517","0.276","2.674"
"Matro_YS75.v1.contig_487_pilon.g190420.t1","1.321","0.604","0.456","1.352","0.602","0.684","0.730","0.601","0.687","1.352","0.492","0.687","1.424","0.748","0.520","1.319","1.328","1.312","0.334","","1.480","0.133","0.362","0.430","0.430","0.610","0.334","1.424","0.000","0.430","0.581","0.763","0.340","0.576","0.442","0.281","0.249","2.517","0.276","2.674"
"Pmonvarlob_YS172.hap1.v1.h1tg000002l.g036870.t1","1.341","0.624","0.476","1.372","0.622","0.703","0.749","0.621","0.707","1.372","0.511","0.707","1.444","0.768","0.540","1.339","1.348","1.332","0.353","0.000","1.499","0.153","0.382","0.450","0.450","0.630","0.353","1.444","","0.450","0.601","0.783","0.360","0.596","0.462","0.300","0.269","2.537","0.296","2.693"
"Matro_YS75.v1.contig_487_pilon.g190380.t1","1.341","0.624","0.476","1.372","0.622","0.703","0.749","0.621","0.707","1.372","0.511","0.707","1.444","0.768","0.540","1.339","1.348","1.332","0.353","","1.499","0.153","0.382","0.450","0.450","0.630","0.353","1.444","0.000","0.450","0.601","0.783","0.360","0.596","0.462","0.300","0.269","2.537","0.296","2.693"
"Mlat_YS84.v1.contig_308_pilon.g193010.t1","1.334","0.616","0.469","1.364","0.614","0.696","0.742","0.613","0.699","1.364","0.504","0.699","1.436","0.760","0.532","1.332","1.340","1.325","0.346","0.160","1.492","","0.374","0.442","0.442","0.623","0.346","1.437","0.160","0.442","0.594","0.775","0.352","0.589","0.455","0.293","0.261","2.529","0.289","2.686"
"Mlat_YS84.v1.contig_308_pilon.g193020.t1","1.308","0.590","0.443","1.338","0.588","0.670","0.716","0.587","0.673","1.338","0.478","0.673","1.410","0.734","0.506","1.306","1.314","1.299","0.320","0.133","1.466","","0.348","0.416","0.416","0.597","0.320","1.410","0.133","0.416","0.568","0.749","0.326","0.562","0.428","0.267","0.235","2.503","0.263","2.660"
"Mlat_YS84.v1.contig_308_pilon.g193040.t1","1.330","0.613","0.465","1.361","0.611","0.693","0.739","0.610","0.696","1.361","0.501","0.696","1.433","0.757","0.529","1.328","1.337","1.321","0.343","0.191","1.489","","0.371","0.439","0.439","0.619","0.343","1.433","0.191","0.439","0.590","0.772","0.349","0.585","0.451","0.290","0.258","2.526","0.285","2.682"
"Mlat_YS84.v1.contig_308_pilon.g193050.t1","1.311","0.594","0.446","1.342","0.592","0.673","0.719","0.591","0.677","1.342","0.482","0.677","1.414","0.738","0.510","1.309","1.318","1.302","0.323","0.172","1.469","","0.352","0.420","0.420","0.600","0.323","1.414","0.172","0.420","0.571","0.753","0.330","0.566","0.432","0.270","0.239","2.507","0.266","2.663"
"Pmonvarlob_YS172.hap1.v1.h1tg000002l.g037040.t1","1.329","0.612","0.464","1.359","0.610","0.691","0.737","0.608","0.695","1.359","0.499","0.695","1.432","0.756","0.527","1.327","1.335","1.320","0.341","0.000","1.487","0.190","0.370","0.438","0.438","0.618","0.341","1.432","","0.438","0.589","0.771","0.348","0.584","0.450","0.288","0.257","2.525","0.284","2.681"
"Matro_YS75.v1.contig_487_pilon.g190210.t1","1.329","0.612","0.464","1.359","0.610","0.691","0.737","0.608","0.695","1.359","0.499","0.695","1.432","0.756","0.527","1.327","1.335","1.320","0.341","","1.487","0.190","0.370","0.438","0.438","0.618","0.341","1.432","0.000","0.438","0.589","0.771","0.348","0.584","0.450","0.288","0.257","2.525","0.284","2.681"
"Pmonvarlob_YS172.hap1.v1.h1tg000002l.g036850.t1","1.312","0.595","0.447","1.343","0.593","0.674","0.720","0.592","0.678","1.343","0.483","0.678","1.415","0.739","0.511","1.310","1.319","1.303","0.324","0.000","1.470","0.173","0.353","0.421","0.421","0.601","0.324","1.415","","0.421","0.572","0.754","0.331","0.567","0.433","0.271","0.240","2.508","0.267","2.664"
"Matro_YS75.v1.contig_487_pilon.g190400.t1","1.312","0.595","0.447","1.343","0.593","0.674","0.720","0.592","0.678","1.343","0.483","0.678","1.415","0.739","0.511","1.310","1.319","1.303","0.324","","1.470","0.173","0.353","0.421","0.421","0.601","0.324","1.415","0.000","0.421","0.572","0.754","0.331","0.567","0.433","0.271","0.240","2.508","0.267","2.664"
"Pmonvarlob_YS172.hap1.v1.h1tg000002l.g036880.t1","1.309","0.591","0.444","1.339","0.590","0.671","0.717","0.588","0.674","1.339","0.479","0.674","1.411","0.735","0.507","1.307","1.315","1.300","0.321","0.000","1.467","0.201","0.349","0.417","0.417","0.598","0.321","1.412","","0.417","0.569","0.750","0.327","0.564","0.430","0.268","0.236","2.504","0.264","2.661"
"Matro_YS75.v1.contig_487_pilon.g190370.t1","1.309","0.591","0.444","1.339","0.590","0.671","0.717","0.588","0.674","1.339","0.479","0.674","1.411","0.735","0.507","1.307","1.315","1.300","0.321","","1.467","0.201","0.349","0.417","0.417","0.598","0.321","1.412","0.000","0.417","0.569","0.750","0.327","0.564","0.430","0.268","0.236","2.504","0.264","2.661"
"Phvul.001G042800.1","1.359","0.642","0.494","1.389","0.640","0.721","0.767","0.638","0.725","1.389","0.529","0.725","1.462","0.786","0.557","1.357","1.365","1.350","0.371","0.313","1.517","0.312","0.400","0.467","0.467","0.648","0.371","1.462","0.313","0.467","0.619","0.801","0.378","0.614","0.480","0.318","","2.555","0.314","2.711"
"Phvul.001G043000.1","1.282","0.565","0.417","1.313","0.563","0.645","0.690","0.562","0.648","1.313","0.453","0.648","1.385","0.709","0.481","1.280","1.289","1.273","0.294","0.236","1.441","0.235","0.323","0.391","0.391","0.571","0.294","1.385","0.236","0.391","0.542","0.724","0.301","0.537","0.403","0.241","","2.478","0.237","2.634"
"Vigun08g046500.1","1.342","0.625","0.477","1.373","0.623","0.705","0.751","0.622","0.708","1.373","0.513","0.708","1.445","0.769","0.541","1.340","1.349","1.333","0.331","0.318","1.501","0.317","0.383","0.451","0.451","0.631","0.331","1.445","0.318","0.451","0.603","0.784","0.361","0.597","0.463","0.250","0.291","2.538","","2.695"
"Vigun08g046400.1","1.357","0.640","0.492","1.388","0.638","0.720","0.766","0.637","0.723","1.388","0.528","0.723","1.460","0.784","0.556","1.355","1.364","1.348","0.346","0.333","1.516","0.332","0.398","0.466","0.466","0.646","0.346","1.460","0.333","0.466","0.617","0.799","0.376","0.612","0.478","0.265","0.306","2.553","","2.709"
"Vvexilla_YS115.hap1.v1.h1tg000010l.g174610.t1","1.365","0.648","0.500","1.396","0.646","0.727","0.773","0.644","0.731","1.396","0.535","0.731","1.468","0.792","0.564","1.363","1.371","1.356","0.354","0.340","1.523","0.339","0.406","0.474","0.474","0.654","0.354","1.468","0.340","0.474","0.625","0.807","0.384","0.620","0.486","","0.314","2.561","0.320","2.717"
"Vvexilla_YS115.hap1.v1.h1tg000010l.g174620.t1","1.293","0.575","0.427","1.323","0.573","0.655","0.701","0.572","0.658","1.323","0.463","0.658","1.395","0.719","0.491","1.290","1.299","1.284","0.281","0.268","1.451","0.267","0.333","0.401","0.401","0.582","0.281","1.395","0.268","0.401","0.553","0.734","0.311","0.547","0.413","","0.241","2.488","0.247","2.645"
